[[1]]
          DRtg        ORtg Continuing_Players_WS48     OppeFGPer   OppTOVPer
   WinsInLast15    TmTOVPer         TSPer Incoming_Players_WS48      TRBPer
1         [0,5] (16.5,27.8] (0.546,0.584]         (0.142,0.206] (52.3,55.4]
2         [0,5]   (12.1,14]   [0.28,0.48]      [-0.0583,0.0478] (49.4,52.3]
3         (7,9] (10.2,12.1] (0.546,0.584]        (0.0874,0.142] (52.3,55.4]
4         (7,9]   (14,16.5]  (0.48,0.515]       (0.0478,0.0874] [31.4,46.3]
5         [0,5]  [2.7,10.2] (0.515,0.546]       (0.0478,0.0874] [31.4,46.3]
6         (7,9]  [2.7,10.2] (0.515,0.546]        (0.0874,0.142] (46.3,49.4]
7         [0,5] (10.2,12.1]   [0.28,0.48]         (0.142,0.206] (52.3,55.4]
8         [0,5] (10.2,12.1]   [0.28,0.48]        (0.0874,0.142] [31.4,46.3]
9         (5,7] (16.5,27.8]   [0.28,0.48]      [-0.0583,0.0478] [31.4,46.3]
10        (7,9]   (14,16.5]   [0.28,0.48]         (0.206,0.546] (46.3,49.4]
11        (7,9]   (14,16.5] (0.584,0.752]       (0.0478,0.0874] (55.4,67.3]
12        (5,7]  [2.7,10.2]  (0.48,0.515]       (0.0478,0.0874] (49.4,52.3]
13       (9,11]   (14,16.5] (0.515,0.546]         (0.206,0.546] (49.4,52.3]
14        (7,9]   (14,16.5] (0.515,0.546]        (0.0874,0.142] (49.4,52.3]
15       (9,11] (10.2,12.1] (0.584,0.752]      [-0.0583,0.0478] (49.4,52.3]
16        (7,9] (10.2,12.1] (0.546,0.584]         (0.206,0.546] [31.4,46.3]
17        (7,9]   (14,16.5] (0.546,0.584]         (0.142,0.206] (55.4,67.3]
18        (5,7] (10.2,12.1]  (0.48,0.515]        (0.0874,0.142] (49.4,52.3]
19       (9,11]   (12.1,14] (0.546,0.584]         (0.206,0.546] (49.4,52.3]
20       (9,11]   (12.1,14]  (0.48,0.515]         (0.206,0.546] [31.4,46.3]
21        (7,9]   (12.1,14]  (0.48,0.515]        (0.0874,0.142] (52.3,55.4]
22       (9,11]   (14,16.5] (0.584,0.752]         (0.206,0.546] (49.4,52.3]
23       (9,11] (10.2,12.1]   [0.28,0.48]         (0.206,0.546] (49.4,52.3]
24       (9,11] (10.2,12.1]   [0.28,0.48]         (0.206,0.546] (52.3,55.4]
25        [0,5]   (12.1,14]   [0.28,0.48]        (0.0874,0.142] (52.3,55.4]
26        [0,5] (16.5,27.8] (0.546,0.584]        (0.0874,0.142] (49.4,52.3]
27       (9,11] (10.2,12.1] (0.584,0.752]        (0.0874,0.142] (55.4,67.3]
28        [0,5]   (14,16.5] (0.515,0.546]        (0.0874,0.142] (49.4,52.3]
29        [0,5] (16.5,27.8]   [0.28,0.48]        (0.0874,0.142] [31.4,46.3]
30       (9,11]   (14,16.5] (0.584,0.752]         (0.206,0.546] (49.4,52.3]
31       (9,11] (16.5,27.8]   [0.28,0.48]         (0.206,0.546] (49.4,52.3]
32      (11,15]  [2.7,10.2]  (0.48,0.515]       (0.0478,0.0874] [31.4,46.3]
33        (5,7]   (14,16.5]   [0.28,0.48]      [-0.0583,0.0478] (46.3,49.4]
34      (11,15] (16.5,27.8] (0.584,0.752]         (0.206,0.546] (52.3,55.4]
35       (9,11]  [2.7,10.2]   [0.28,0.48]         (0.206,0.546] (52.3,55.4]
36      (11,15]  [2.7,10.2] (0.515,0.546]      [-0.0583,0.0478] (55.4,67.3]
37        [0,5] (16.5,27.8] (0.515,0.546]        (0.0874,0.142] (46.3,49.4]
38        (5,7]   (12.1,14] (0.546,0.584]        (0.0874,0.142] [31.4,46.3]
39        (5,7]   (12.1,14]  (0.48,0.515]        (0.0874,0.142] (46.3,49.4]
40        [0,5] (16.5,27.8] (0.546,0.584]        (0.0874,0.142] (49.4,52.3]
41        [0,5] (16.5,27.8] (0.584,0.752]       (0.0478,0.0874] (55.4,67.3]
42      (11,15]   (14,16.5] (0.584,0.752]       (0.0478,0.0874] (52.3,55.4]
43       (9,11] (16.5,27.8] (0.546,0.584]       (0.0478,0.0874] (52.3,55.4]
44        (5,7]   (12.1,14]  (0.48,0.515]         (0.142,0.206] (55.4,67.3]
45       (9,11]   (14,16.5] (0.546,0.584]         (0.142,0.206] (52.3,55.4]
46        (5,7]   (14,16.5]   [0.28,0.48]       (0.0478,0.0874] (46.3,49.4]
47        [0,5] (10.2,12.1]  (0.48,0.515]      [-0.0583,0.0478] (46.3,49.4]
48        [0,5]   (14,16.5] (0.546,0.584]        (0.0874,0.142] (49.4,52.3]
49        (7,9] (10.2,12.1] (0.546,0.584]       (0.0478,0.0874] (49.4,52.3]
50        (5,7]   (14,16.5]   [0.28,0.48]      [-0.0583,0.0478] [31.4,46.3]
51       (9,11]   (12.1,14] (0.515,0.546]         (0.206,0.546] [31.4,46.3]
52       (9,11] (16.5,27.8]   [0.28,0.48]         (0.206,0.546] (52.3,55.4]
53       (9,11]   (14,16.5] (0.546,0.584]       (0.0478,0.0874] (55.4,67.3]
54        (5,7] (10.2,12.1]   [0.28,0.48]       (0.0478,0.0874] (52.3,55.4]
55        [0,5] (16.5,27.8] (0.515,0.546]        (0.0874,0.142] (46.3,49.4]
56        (5,7] (16.5,27.8]  (0.48,0.515]         (0.142,0.206] [31.4,46.3]
57        [0,5]   (14,16.5] (0.546,0.584]         (0.206,0.546] (49.4,52.3]
58        (5,7]  [2.7,10.2] (0.584,0.752]         (0.142,0.206] (55.4,67.3]
59        [0,5]   (12.1,14] (0.584,0.752]       (0.0478,0.0874] [31.4,46.3]
60       (9,11]   (12.1,14]   [0.28,0.48]       (0.0478,0.0874] (46.3,49.4]
61        (7,9]  [2.7,10.2] (0.515,0.546]         (0.142,0.206] (52.3,55.4]
62        (7,9]   (14,16.5] (0.515,0.546]        (0.0874,0.142] (49.4,52.3]
63        (5,7]   (12.1,14] (0.546,0.584]         (0.142,0.206] (49.4,52.3]
64        [0,5]  [2.7,10.2]  (0.48,0.515]       (0.0478,0.0874] [31.4,46.3]
65        (5,7] (16.5,27.8] (0.515,0.546]        (0.0874,0.142] (49.4,52.3]
66       (9,11]   (12.1,14] (0.584,0.752]       (0.0478,0.0874] (49.4,52.3]
        BLKPer      STLPer Leaving_Players_WS48 Team_Prospect  Home
1      [0,4.1]   (5.7,7.5]        (0.123,0.202]    [-15,-5.3]  True
2      (6,7.9]     (7.5,9]      [-0.097,0.0326]    [-15,-5.3]  True
3      [0,4.1]    (9,11.1]        (0.123,0.202]       (2.4,6]  True
4      [0,4.1]    (9,11.1]      (0.0326,0.0755]   (-1.15,2.4] False
5      (4.1,6]    (9,11.1]        (0.123,0.202]  (-5.3,-1.15] False
6      [0,4.1]     (7.5,9]      (0.0326,0.0755]   (-1.15,2.4] False
7      [0,4.1]    (9,11.1]        (0.123,0.202]    [-15,-5.3]  True
8   (7.9,10.3]    (9,11.1]        (0.123,0.202]    [-15,-5.3] False
9      (6,7.9]     [1,5.7]        (0.123,0.202]  (-5.3,-1.15] False
10     (4.1,6]     [1,5.7]        (0.202,0.747]       (2.4,6] False
11     (4.1,6] (11.1,20.2]      [-0.097,0.0326]       (2.4,6]  True
12     (6,7.9]     (7.5,9]        (0.123,0.202]       (2.4,6] False
13  (7.9,10.3]     [1,5.7]        (0.123,0.202]   (-1.15,2.4] False
14  (7.9,10.3]   (5.7,7.5]      (0.0326,0.0755]   (-1.15,2.4]  True
15     (6,7.9] (11.1,20.2]      [-0.097,0.0326]       (2.4,6]  True
16     (6,7.9] (11.1,20.2]       (0.0755,0.123]   (-1.15,2.4]  True
17     (6,7.9]   (5.7,7.5]       (0.0755,0.123]       (2.4,6]  True
18     [0,4.1]     [1,5.7]      (0.0326,0.0755]    [-15,-5.3]  True
19     (6,7.9]    (9,11.1]        (0.202,0.747]       (2.4,6] False
20     (6,7.9]    (9,11.1]        (0.123,0.202]       (2.4,6] False
21     (4.1,6]    (9,11.1]      (0.0326,0.0755]  (-5.3,-1.15]  True
22     (6,7.9]     [1,5.7]      (0.0326,0.0755]   (-1.15,2.4]  True
23     (6,7.9]     (7.5,9]      (0.0326,0.0755]       (2.4,6] False
24  (7.9,10.3]   (5.7,7.5]       (0.0755,0.123]   (-1.15,2.4] False
25     (4.1,6]     (7.5,9]       (0.0755,0.123]   (-1.15,2.4]  True
26 (10.3,23.7]     [1,5.7]      [-0.097,0.0326]  (-5.3,-1.15] False
27  (7.9,10.3]    (9,11.1]      (0.0326,0.0755]       (2.4,6]  True
28 (10.3,23.7]     [1,5.7]      [-0.097,0.0326]  (-5.3,-1.15] False
29     (6,7.9] (11.1,20.2]      (0.0326,0.0755]    [-15,-5.3]  True
30     (6,7.9]     [1,5.7]      (0.0326,0.0755]   (-1.15,2.4]  True
31  (7.9,10.3] (11.1,20.2]       (0.0755,0.123]       (2.4,6] False
32  (7.9,10.3] (11.1,20.2]        (0.202,0.747]      (6,17.5]  True
33     [0,4.1]     [1,5.7]       (0.0755,0.123]   (-1.15,2.4] False
34     (6,7.9]    (9,11.1]      (0.0326,0.0755]      (6,17.5] False
35  (7.9,10.3]   (5.7,7.5]      (0.0326,0.0755]      (6,17.5]  True
36     (6,7.9]   (5.7,7.5]        (0.202,0.747]      (6,17.5] False
37     [0,4.1]     [1,5.7]        (0.202,0.747]  (-5.3,-1.15] False
38     (6,7.9]    (9,11.1]       (0.0755,0.123]  (-5.3,-1.15]  True
39  (7.9,10.3]    (9,11.1]        (0.123,0.202]  (-5.3,-1.15] False
40 (10.3,23.7]     [1,5.7]      [-0.097,0.0326]  (-5.3,-1.15] False
41     (4.1,6] (11.1,20.2]      (0.0326,0.0755]    [-15,-5.3] False
42  (7.9,10.3]   (5.7,7.5]        (0.202,0.747]      (6,17.5] False
43     [0,4.1]   (5.7,7.5]      (0.0326,0.0755]       (2.4,6]  True
44     (6,7.9]     [1,5.7]      (0.0326,0.0755]  (-5.3,-1.15] False
45 (10.3,23.7]    (9,11.1]      (0.0326,0.0755]  (-5.3,-1.15]  True
46  (7.9,10.3]     (7.5,9]        (0.202,0.747]  (-5.3,-1.15] False
47  (7.9,10.3] (11.1,20.2]      [-0.097,0.0326]   (-1.15,2.4]  True
48 (10.3,23.7]   (5.7,7.5]      (0.0326,0.0755]  (-5.3,-1.15]  True
49  (7.9,10.3]     (7.5,9]      [-0.097,0.0326]  (-5.3,-1.15]  True
50     [0,4.1]    (9,11.1]        (0.202,0.747]  (-5.3,-1.15] False
51 (10.3,23.7] (11.1,20.2]        (0.123,0.202]       (2.4,6]  True
52 (10.3,23.7]     (7.5,9]        (0.123,0.202]       (2.4,6]  True
53     [0,4.1]   (5.7,7.5]        (0.123,0.202]   (-1.15,2.4] False
54     (4.1,6]     [1,5.7]       (0.0755,0.123]   (-1.15,2.4]  True
55     (4.1,6]    (9,11.1]      (0.0326,0.0755]    [-15,-5.3]  True
56     [0,4.1]   (5.7,7.5]      (0.0326,0.0755]   (-1.15,2.4] False
57  (7.9,10.3]    (9,11.1]        (0.123,0.202]  (-5.3,-1.15]  True
58  (7.9,10.3]     (7.5,9]      [-0.097,0.0326]       (2.4,6]  True
59     [0,4.1]   (5.7,7.5]       (0.0755,0.123]    [-15,-5.3] False
60     (4.1,6]   (5.7,7.5]        (0.123,0.202]      (6,17.5] False
61     (4.1,6] (11.1,20.2]       (0.0755,0.123]       (2.4,6]  True
62     (4.1,6]     [1,5.7]       (0.0755,0.123]   (-1.15,2.4] False
63     (4.1,6]   (5.7,7.5]        (0.123,0.202]  (-5.3,-1.15] False
64     (4.1,6]    (9,11.1]       (0.0755,0.123]    [-15,-5.3] False
65     (4.1,6]     [1,5.7]      (0.0326,0.0755]  (-5.3,-1.15] False
66  (7.9,10.3] (11.1,20.2]      [-0.097,0.0326]   (-1.15,2.4]  True
 [ reached 'max' / getOption("max.print") -- omitted 2955 rows ]

[[2]]
          DRtg        ORtg Continuing_Players_WS48     OppeFGPer   OppTOVPer
1   (96.8,103]   (104,110]           (0.202,0.318] (0.434,0.472] (10.3,12.4]
2    (109,116]  (97.1,104]           (0.318,0.436] (0.506,0.542]  [3.7,10.3]
3   (96.8,103]   (104,110]         [-0.0371,0.202] (0.472,0.506] (12.4,14.3]
4   (96.8,103]   (104,110]           (0.202,0.318] [0.299,0.434] (16.5,26.4]
5    (109,116]   (117,147]           (0.436,0.601] (0.506,0.542] (12.4,14.3]
6   (96.8,103]   (104,110]           (0.202,0.318] (0.434,0.472]  [3.7,10.3]
7    (103,109] [52.5,97.1]         [-0.0371,0.202] (0.472,0.506] (16.5,26.4]
8   (96.8,103]   (117,147]            (0.601,1.16] (0.472,0.506] (16.5,26.4]
9   (96.8,103] [52.5,97.1]           (0.436,0.601] (0.472,0.506] (12.4,14.3]
10 [66.1,96.8]  (97.1,104]           (0.318,0.436] [0.299,0.434] (14.3,16.5]
11  (96.8,103]  (97.1,104]           (0.436,0.601] (0.506,0.542] (14.3,16.5]
12 [66.1,96.8]   (104,110]           (0.318,0.436] [0.299,0.434] (14.3,16.5]
13  (96.8,103]  (97.1,104]         [-0.0371,0.202] (0.434,0.472] (10.3,12.4]
14   (109,116]   (110,117]           (0.202,0.318] (0.434,0.472]  [3.7,10.3]
15   (116,146]   (104,110]           (0.436,0.601] (0.542,0.735] (10.3,12.4]
16   (103,109]  (97.1,104]         [-0.0371,0.202] (0.434,0.472] (14.3,16.5]
17 [66.1,96.8]   (110,117]           (0.202,0.318] [0.299,0.434] (14.3,16.5]
18 [66.1,96.8]  (97.1,104]           (0.318,0.436] [0.299,0.434] (14.3,16.5]
19   (109,116]  (97.1,104]           (0.436,0.601] (0.472,0.506]  [3.7,10.3]
20   (103,109]  (97.1,104]         [-0.0371,0.202] (0.434,0.472] (10.3,12.4]
21   (109,116] [52.5,97.1]         [-0.0371,0.202] (0.542,0.735] (14.3,16.5]
22   (103,109]  (97.1,104]           (0.436,0.601] [0.299,0.434]  [3.7,10.3]
23   (109,116]   (117,147]           (0.436,0.601] (0.542,0.735] (14.3,16.5]
24  (96.8,103]   (104,110]           (0.202,0.318] (0.434,0.472] (12.4,14.3]
25   (103,109]   (117,147]           (0.436,0.601] (0.506,0.542] (16.5,26.4]
26   (103,109]   (117,147]           (0.436,0.601] (0.434,0.472]  [3.7,10.3]
27   (116,146]   (104,110]           (0.318,0.436] (0.542,0.735]  [3.7,10.3]
28   (109,116]   (110,117]           (0.436,0.601] (0.506,0.542] (10.3,12.4]
29 [66.1,96.8]  (97.1,104]           (0.318,0.436] [0.299,0.434] (10.3,12.4]
30  (96.8,103] [52.5,97.1]           (0.202,0.318] [0.299,0.434] (12.4,14.3]
31   (103,109]   (110,117]           (0.202,0.318] [0.299,0.434]  [3.7,10.3]
32 [66.1,96.8]  (97.1,104]           (0.436,0.601] (0.434,0.472] (14.3,16.5]
33   (109,116]  (97.1,104]           (0.202,0.318] (0.472,0.506] (14.3,16.5]
34   (109,116]   (104,110]         [-0.0371,0.202] (0.472,0.506]  [3.7,10.3]
35   (103,109]  (97.1,104]           (0.202,0.318] (0.472,0.506] (12.4,14.3]
36   (109,116]   (117,147]           (0.202,0.318] (0.542,0.735] (16.5,26.4]
37   (103,109]   (104,110]           (0.436,0.601] (0.472,0.506] (10.3,12.4]
38 [66.1,96.8] [52.5,97.1]           (0.318,0.436] (0.472,0.506] (16.5,26.4]
39   (103,109]   (104,110]           (0.202,0.318] (0.472,0.506] (14.3,16.5]
40   (116,146]  (97.1,104]           (0.436,0.601] (0.542,0.735] (14.3,16.5]
41 [66.1,96.8]  (97.1,104]           (0.202,0.318] [0.299,0.434] (16.5,26.4]
42  (96.8,103]  (97.1,104]           (0.436,0.601] (0.472,0.506] (12.4,14.3]
43   (103,109]   (110,117]           (0.436,0.601] (0.434,0.472]  [3.7,10.3]
44  (96.8,103]   (104,110]           (0.436,0.601] (0.434,0.472] (14.3,16.5]
45 [66.1,96.8]   (104,110]           (0.202,0.318] (0.434,0.472] (14.3,16.5]
46 [66.1,96.8]   (104,110]            (0.601,1.16] (0.434,0.472] (14.3,16.5]
47   (116,146]   (117,147]           (0.318,0.436] (0.542,0.735] (14.3,16.5]
48   (109,116]   (117,147]           (0.202,0.318] (0.506,0.542]  [3.7,10.3]
49   (103,109]  (97.1,104]           (0.318,0.436] (0.472,0.506] (12.4,14.3]
50   (116,146]   (117,147]           (0.202,0.318] (0.472,0.506]  [3.7,10.3]
51   (109,116]   (104,110]           (0.436,0.601] (0.542,0.735] (12.4,14.3]
52   (103,109]  (97.1,104]            (0.601,1.16] (0.472,0.506]  [3.7,10.3]
53   (116,146] [52.5,97.1]           (0.318,0.436] (0.542,0.735] (16.5,26.4]
54  (96.8,103]   (104,110]            (0.601,1.16] (0.434,0.472] (12.4,14.3]
55  (96.8,103]   (104,110]           (0.318,0.436] (0.472,0.506]  [3.7,10.3]
56   (109,116] [52.5,97.1]           (0.202,0.318] (0.472,0.506]  [3.7,10.3]
57  (96.8,103]   (104,110]           (0.436,0.601] (0.472,0.506] (14.3,16.5]
58   (116,146]   (110,117]           (0.318,0.436] (0.542,0.735] (14.3,16.5]
59   (116,146]   (110,117]            (0.601,1.16] (0.542,0.735] (14.3,16.5]
60   (116,146]   (110,117]           (0.436,0.601] (0.542,0.735] (16.5,26.4]
61  (96.8,103]   (104,110]           (0.318,0.436] [0.299,0.434] (10.3,12.4]
62 [66.1,96.8]   (117,147]           (0.318,0.436] [0.299,0.434] (14.3,16.5]
63  (96.8,103] [52.5,97.1]         [-0.0371,0.202] [0.299,0.434] (12.4,14.3]
64   (103,109]   (110,117]           (0.202,0.318] (0.434,0.472] (12.4,14.3]
65  (96.8,103]   (104,110]         [-0.0371,0.202] (0.434,0.472] (16.5,26.4]
66   (103,109] [52.5,97.1]           (0.318,0.436] (0.472,0.506] (10.3,12.4]
   WinsInLast15    TmTOVPer         TSPer Incoming_Players_WS48      TRBPer
1         [0,5]   (14,16.5] (0.546,0.584]        (0.0874,0.142] (49.4,52.3]
2        (9,11]   (14,16.5] (0.515,0.546]         (0.206,0.546] (52.3,55.4]
3        (9,11]  [2.7,10.2]  (0.48,0.515]         (0.206,0.546] (52.3,55.4]
4         (5,7] (16.5,27.8] (0.584,0.752]        (0.0874,0.142] [31.4,46.3]
5       (11,15] (10.2,12.1] (0.546,0.584]         (0.142,0.206] (52.3,55.4]
6         (7,9]   (14,16.5] (0.515,0.546]         (0.142,0.206] (52.3,55.4]
7         [0,5] (16.5,27.8]  (0.48,0.515]       (0.0478,0.0874] (49.4,52.3]
8         (5,7] (10.2,12.1] (0.546,0.584]       (0.0478,0.0874] (52.3,55.4]
9         (7,9] (10.2,12.1]   [0.28,0.48]        (0.0874,0.142] (46.3,49.4]
10        (5,7] (10.2,12.1]  (0.48,0.515]        (0.0874,0.142] (49.4,52.3]
11        (5,7]  [2.7,10.2]   [0.28,0.48]       (0.0478,0.0874] (52.3,55.4]
12        (5,7]  [2.7,10.2]  (0.48,0.515]      [-0.0583,0.0478] (49.4,52.3]
13        [0,5]   (12.1,14] (0.515,0.546]         (0.142,0.206] (52.3,55.4]
14        (7,9]   (12.1,14] (0.584,0.752]         (0.206,0.546] (46.3,49.4]
15        (7,9]   (14,16.5] (0.515,0.546]        (0.0874,0.142] (49.4,52.3]
16        [0,5] (10.2,12.1]  (0.48,0.515]       (0.0478,0.0874] [31.4,46.3]
17        [0,5]   (14,16.5] (0.584,0.752]        (0.0874,0.142] (46.3,49.4]
18        (7,9]  [2.7,10.2]  (0.48,0.515]       (0.0478,0.0874] [31.4,46.3]
19        (7,9] (10.2,12.1]   [0.28,0.48]        (0.0874,0.142] (55.4,67.3]
20        [0,5]   (14,16.5] (0.515,0.546]         (0.142,0.206] (46.3,49.4]
21        [0,5]   (14,16.5]   [0.28,0.48]      [-0.0583,0.0478] (46.3,49.4]
22        [0,5]   (12.1,14] (0.515,0.546]        (0.0874,0.142] [31.4,46.3]
23        (7,9]   (14,16.5] (0.584,0.752]         (0.206,0.546] [31.4,46.3]
24        (7,9]   (12.1,14] (0.515,0.546]         (0.206,0.546] (49.4,52.3]
25        (7,9] (16.5,27.8] (0.584,0.752]        (0.0874,0.142] (46.3,49.4]
26        (7,9]  [2.7,10.2] (0.546,0.584]       (0.0478,0.0874] (55.4,67.3]
27        (7,9]   (12.1,14]  (0.48,0.515]       (0.0478,0.0874] [31.4,46.3]
28      (11,15]   (12.1,14] (0.515,0.546]         (0.206,0.546] (55.4,67.3]
29        (5,7]  [2.7,10.2]  (0.48,0.515]       (0.0478,0.0874] (49.4,52.3]
30        (5,7] (16.5,27.8]  (0.48,0.515]         (0.142,0.206] (49.4,52.3]
31        (5,7]  [2.7,10.2] (0.584,0.752]        (0.0874,0.142] [31.4,46.3]
32        (7,9]   (14,16.5] (0.515,0.546]         (0.206,0.546] (49.4,52.3]
33        [0,5] (10.2,12.1] (0.515,0.546]         (0.206,0.546] [31.4,46.3]
34        [0,5] (10.2,12.1]  (0.48,0.515]         (0.142,0.206] (46.3,49.4]
35        (7,9] (16.5,27.8] (0.546,0.584]        (0.0874,0.142] (49.4,52.3]
36        [0,5]   (12.1,14] (0.584,0.752]      [-0.0583,0.0478] (46.3,49.4]
37      (11,15]   (12.1,14] (0.546,0.584]         (0.206,0.546] (46.3,49.4]
38       (9,11]  [2.7,10.2]   [0.28,0.48]         (0.206,0.546] (46.3,49.4]
39        (7,9] (16.5,27.8] (0.584,0.752]         (0.206,0.546] (46.3,49.4]
40       (9,11]  [2.7,10.2]  (0.48,0.515]         (0.142,0.206] [31.4,46.3]
41       (9,11] (16.5,27.8] (0.515,0.546]         (0.206,0.546] (52.3,55.4]
42        (7,9]   (12.1,14] (0.515,0.546]        (0.0874,0.142] (46.3,49.4]
43       (9,11] (10.2,12.1] (0.515,0.546]         (0.206,0.546] (52.3,55.4]
