55     [0,0.072]   (109,116] (0.244,0.305]     (6,7.9] (26,44] (0.506,0.542] (49.4,52.3]
56 (0.072,0.138]   (116,146] (0.305,0.692]     [0,4.1] (26,44] (0.542,0.735] [31.4,46.3]
57     [0,0.072] [66.1,96.8] (0.305,0.692]     [0,4.1] (26,44] [0.299,0.434] (52.3,55.4]
58     [0,0.072]   (109,116] (0.305,0.692]  (7.9,10.3] (23,26] (0.542,0.735] (49.4,52.3]
59     [0,0.072]  (96.8,103] [0.012,0.156] (10.3,23.7] (23,26] (0.434,0.472] (55.4,67.3]
60 (0.072,0.138]   (109,116] (0.305,0.692]     (4.1,6] (23,26] (0.506,0.542] (46.3,49.4]
61     [0,0.072]   (109,116] (0.305,0.692]     (6,7.9] (26,44] (0.506,0.542] (55.4,67.3]
62 (0.072,0.138] [66.1,96.8] [0.012,0.156]     (6,7.9]  [7,18] [0.299,0.434] (52.3,55.4]
63     [0,0.072]  (96.8,103] [0.012,0.156]     [0,4.1] (18,20] (0.472,0.506] (52.3,55.4]
64     [0,0.072]   (109,116] [0.012,0.156]     (6,7.9]  [7,18] (0.506,0.542] [31.4,46.3]
65     [0,0.072]   (116,146] (0.244,0.305]     (6,7.9] (23,26] (0.542,0.735] (52.3,55.4]
66     [0,0.072]   (116,146] (0.305,0.692]     [0,4.1] (26,44] (0.506,0.542] [31.4,46.3]
        ASTPer Team_Prospect  Home
1  (64.4,70.5]  (-5.3,-1.15]  True
2  (70.5,97.4]       (2.4,6]  True
3  (58.5,64.4]   (-1.15,2.4] False
4  (58.5,64.4]    [-15,-5.3] False
5  (70.5,97.4]   (-1.15,2.4]  True
6  (58.5,64.4]    [-15,-5.3] False
7  [24.2,52.8]      (6,17.5] False
8  (70.5,97.4]   (-1.15,2.4] False
9  (52.8,58.5]  (-5.3,-1.15]  True
10 (64.4,70.5]   (-1.15,2.4]  True
11 (58.5,64.4]   (-1.15,2.4] False
12 (64.4,70.5]   (-1.15,2.4]  True
13 (52.8,58.5]       (2.4,6] False
14 (64.4,70.5]   (-1.15,2.4]  True
15 (58.5,64.4]       (2.4,6]  True
16 [24.2,52.8]  (-5.3,-1.15] False
17 [24.2,52.8]  (-5.3,-1.15] False
18 [24.2,52.8]    [-15,-5.3] False
19 (64.4,70.5]   (-1.15,2.4]  True
20 (64.4,70.5]       (2.4,6]  True
21 (52.8,58.5]   (-1.15,2.4] False
22 (58.5,64.4]   (-1.15,2.4]  True
23 (58.5,64.4]  (-5.3,-1.15]  True
24 (52.8,58.5]  (-5.3,-1.15] False
25 (58.5,64.4]      (6,17.5]  True
26 (64.4,70.5]       (2.4,6]  True
27 (64.4,70.5]   (-1.15,2.4] False
28 (64.4,70.5]    [-15,-5.3]  True
29 (64.4,70.5]  (-5.3,-1.15]  True
30 [24.2,52.8]   (-1.15,2.4] False
31 (52.8,58.5]  (-5.3,-1.15] False
32 (58.5,64.4]  (-5.3,-1.15]  True
33 (70.5,97.4]   (-1.15,2.4]  True
34 (64.4,70.5]  (-5.3,-1.15] False
35 (64.4,70.5]   (-1.15,2.4]  True
36 (52.8,58.5]   (-1.15,2.4] False
37 (64.4,70.5]  (-5.3,-1.15] False
38 (58.5,64.4]       (2.4,6] False
39 [24.2,52.8]  (-5.3,-1.15]  True
40 (52.8,58.5]       (2.4,6]  True
41 (70.5,97.4]   (-1.15,2.4]  True
42 (52.8,58.5]    [-15,-5.3] False
43 (64.4,70.5]  (-5.3,-1.15]  True
44 (58.5,64.4]  (-5.3,-1.15]  True
45 (58.5,64.4]       (2.4,6] False
46 (58.5,64.4]       (2.4,6]  True
47 (52.8,58.5]       (2.4,6]  True
48 (64.4,70.5]  (-5.3,-1.15]  True
49 [24.2,52.8]  (-5.3,-1.15]  True
50 (52.8,58.5]  (-5.3,-1.15] False
51 [24.2,52.8]       (2.4,6] False
52 (58.5,64.4]  (-5.3,-1.15] False
53 (52.8,58.5]  (-5.3,-1.15] False
54 [24.2,52.8]  (-5.3,-1.15] False
55 (52.8,58.5]  (-5.3,-1.15]  True
56 (64.4,70.5]  (-5.3,-1.15] False
57 (70.5,97.4]   (-1.15,2.4] False
58 [24.2,52.8]  (-5.3,-1.15]  True
59 (64.4,70.5]  (-5.3,-1.15]  True
60 (64.4,70.5]   (-1.15,2.4]  True
61 [24.2,52.8]  (-5.3,-1.15] False
62 (70.5,97.4]   (-1.15,2.4]  True
63 (52.8,58.5]   (-1.15,2.4] False
64 (58.5,64.4]  (-5.3,-1.15]  True
65 (70.5,97.4]   (-1.15,2.4] False
66 [24.2,52.8]  (-5.3,-1.15] False
 [ reached 'max' / getOption("max.print") -- omitted 2955 rows ]

[[2]]
   WinsInLast15 Continuing_Players_WS Incoming_Players_WS Leaving_Players_WS WinsInLast10
1        (9,11]         (0.436,0.601]       (0.142,0.206]     (0.0755,0.123]        (6,7]
2         (7,9]         (0.436,0.601]     (0.0478,0.0874]     (0.0755,0.123]        (5,6]
3         [0,5]         (0.202,0.318]       (0.142,0.206]      (0.202,0.747]        [0,3]
4         [0,5]         (0.202,0.318]       (0.142,0.206]      (0.202,0.747]        [0,3]
5         (7,9]         (0.436,0.601]       (0.142,0.206]     (0.0755,0.123]        (6,7]
6         (5,7]         (0.436,0.601]     (0.0478,0.0874]     (0.0755,0.123]        (3,5]
7         (5,7]         (0.202,0.318]       (0.206,0.546]     (0.0755,0.123]        (3,5]
8         (5,7]         (0.436,0.601]      (0.0874,0.142]     (0.0755,0.123]        (3,5]
9         (7,9]         (0.436,0.601]      (0.0874,0.142]     (0.0755,0.123]        (6,7]
10        (7,9]         (0.436,0.601]    [-0.0583,0.0478]    [-0.097,0.0326]        (5,6]
11        (5,7]         (0.202,0.318]       (0.142,0.206]     (0.0755,0.123]        (5,6]
12        (5,7]         (0.318,0.436]      (0.0874,0.142]     (0.0755,0.123]        [0,3]
13        (7,9]         (0.202,0.318]       (0.142,0.206]     (0.0755,0.123]        (3,5]
14        (7,9]         (0.202,0.318]       (0.206,0.546]      (0.123,0.202]        (6,7]
15       (9,11]         (0.436,0.601]       (0.142,0.206]    (0.0326,0.0755]        (6,7]
16       (9,11]          (0.601,1.16]     (0.0478,0.0874]    [-0.097,0.0326]        (6,7]
17        [0,5]         (0.202,0.318]       (0.142,0.206]      (0.202,0.747]        [0,3]
18        (7,9]         (0.436,0.601]     (0.0478,0.0874]    [-0.097,0.0326]        (6,7]
19      (11,15]         (0.436,0.601]      (0.0874,0.142]     (0.0755,0.123]       (7,10]
20        (5,7]         (0.436,0.601]     (0.0478,0.0874]      (0.123,0.202]        (5,6]
21        (5,7]         (0.202,0.318]      (0.0874,0.142]    (0.0326,0.0755]        (3,5]
22        [0,5]       [-0.0371,0.202]       (0.206,0.546]      (0.202,0.747]        [0,3]
23        (5,7]         (0.436,0.601]      (0.0874,0.142]     (0.0755,0.123]        (5,6]
24        (5,7]         (0.436,0.601]     (0.0478,0.0874]     (0.0755,0.123]        [0,3]
25        [0,5]       [-0.0371,0.202]       (0.206,0.546]      (0.123,0.202]        [0,3]
26        (7,9]         (0.436,0.601]     (0.0478,0.0874]    (0.0326,0.0755]        (6,7]
27        (5,7]         (0.202,0.318]      (0.0874,0.142]    (0.0326,0.0755]        (3,5]
28       (9,11]         (0.436,0.601]      (0.0874,0.142]    (0.0326,0.0755]       (7,10]
29        [0,5]       [-0.0371,0.202]       (0.206,0.546]      (0.202,0.747]        [0,3]
30       (9,11]          (0.601,1.16]     (0.0478,0.0874]    [-0.097,0.0326]        (5,6]
31        (7,9]         (0.436,0.601]    [-0.0583,0.0478]     (0.0755,0.123]        (5,6]
32        (5,7]         (0.436,0.601]    [-0.0583,0.0478]    [-0.097,0.0326]        (5,6]
33        (5,7]         (0.436,0.601]     (0.0478,0.0874]    [-0.097,0.0326]        (3,5]
34        (7,9]         (0.436,0.601]      (0.0874,0.142]      (0.123,0.202]        (5,6]
35        (5,7]         (0.436,0.601]    [-0.0583,0.0478]    (0.0326,0.0755]        [0,3]
36        [0,5]         (0.202,0.318]     (0.0478,0.0874]    (0.0326,0.0755]        [0,3]
37       (9,11]          (0.601,1.16]     (0.0478,0.0874]    [-0.097,0.0326]        (5,6]
38        (5,7]         (0.436,0.601]     (0.0478,0.0874]      (0.123,0.202]        (3,5]
39       (9,11]         (0.436,0.601]     (0.0478,0.0874]    (0.0326,0.0755]       (7,10]
40       (9,11]         (0.436,0.601]     (0.0478,0.0874]      (0.123,0.202]        (6,7]
41       (9,11]         (0.436,0.601]     (0.0478,0.0874]     (0.0755,0.123]        (6,7]
42        (5,7]         (0.202,0.318]       (0.142,0.206]    (0.0326,0.0755]        (3,5]
43        (7,9]         (0.202,0.318]       (0.206,0.546]      (0.123,0.202]        (6,7]
44       (9,11]         (0.436,0.601]      (0.0874,0.142]     (0.0755,0.123]        (6,7]
45        [0,5]         (0.202,0.318]     (0.0478,0.0874]    (0.0326,0.0755]        [0,3]
46        (5,7]         (0.436,0.601]     (0.0478,0.0874]     (0.0755,0.123]        (3,5]
47        (5,7]         (0.436,0.601]     (0.0478,0.0874]      (0.123,0.202]        (6,7]
48        (7,9]         (0.436,0.601]      (0.0874,0.142]     (0.0755,0.123]        (5,6]
49        [0,5]         (0.318,0.436]     (0.0478,0.0874]    (0.0326,0.0755]        (3,5]
50        (5,7]         (0.318,0.436]       (0.142,0.206]    [-0.097,0.0326]        (3,5]
51        (7,9]         (0.436,0.601]      (0.0874,0.142]      (0.123,0.202]        (3,5]
52        (5,7]         (0.202,0.318]       (0.142,0.206]     (0.0755,0.123]        (6,7]
53        (7,9]         (0.318,0.436]      (0.0874,0.142]    (0.0326,0.0755]        (5,6]
54        (7,9]         (0.202,0.318]       (0.142,0.206]     (0.0755,0.123]        (3,5]
55        [0,5]       [-0.0371,0.202]       (0.206,0.546]      (0.123,0.202]        [0,3]
56        (7,9]         (0.436,0.601]      (0.0874,0.142]     (0.0755,0.123]        (3,5]
57      (11,15]          (0.601,1.16]    [-0.0583,0.0478]    [-0.097,0.0326]       (7,10]
58        (5,7]         (0.436,0.601]      (0.0874,0.142]     (0.0755,0.123]        [0,3]
59       (9,11]         (0.436,0.601]     (0.0478,0.0874]     (0.0755,0.123]       (7,10]
60        [0,5]         (0.202,0.318]       (0.206,0.546]      (0.202,0.747]        (3,5]
61        [0,5]         (0.202,0.318]     (0.0478,0.0874]    (0.0326,0.0755]        [0,3]
62        [0,5]       [-0.0371,0.202]       (0.206,0.546]      (0.123,0.202]        (3,5]
63        (7,9]         (0.436,0.601]       (0.142,0.206]    (0.0326,0.0755]        (3,5]
64        (7,9]         (0.318,0.436]       (0.206,0.546]     (0.0755,0.123]        (5,6]
65        (7,9]         (0.436,0.601]     (0.0478,0.0874]     (0.0755,0.123]        (5,6]
66        [0,5]         (0.318,0.436]       (0.142,0.206]     (0.0755,0.123]        [0,3]
          Tm3PAr        DRtg   OppFT_d_FGA      BLKPer    TmPF     OppeFGPer      TRBPer
1      [0,0.072]   (103,109] [0.012,0.156]     (6,7.9] (23,26] (0.506,0.542] (52.3,55.4]
2      [0,0.072]  (96.8,103] (0.244,0.305]     [0,4.1] (23,26] [0.299,0.434] [31.4,46.3]
3      [0,0.072]   (109,116] [0.012,0.156]  (7.9,10.3] (18,20] (0.472,0.506] (49.4,52.3]
4  (0.072,0.138]   (116,146]   (0.156,0.2]     (4.1,6] (20,23] (0.506,0.542] [31.4,46.3]
5      [0,0.072]   (116,146] (0.305,0.692]     (6,7.9] (23,26] (0.506,0.542] (55.4,67.3]
6      [0,0.072]   (103,109] (0.244,0.305]     (6,7.9] (23,26] (0.472,0.506] (55.4,67.3]
7      [0,0.072]   (116,146] (0.244,0.305]     (6,7.9] (23,26] (0.434,0.472] (49.4,52.3]
8      [0,0.072] [66.1,96.8] (0.305,0.692]     (6,7.9] (23,26] (0.434,0.472] (55.4,67.3]
9      [0,0.072] [66.1,96.8] (0.305,0.692] (10.3,23.7] (18,20] [0.299,0.434] (49.4,52.3]
10 (0.072,0.138]   (109,116]   (0.2,0.244]     (6,7.9] (20,23] (0.472,0.506] (55.4,67.3]
11     [0,0.072]   (103,109]   (0.2,0.244]     (4.1,6] (26,44] (0.506,0.542] (55.4,67.3]
12     [0,0.072]   (116,146] (0.305,0.692]     [0,4.1] (26,44] (0.542,0.735] (52.3,55.4]
13     [0,0.072]   (109,116]   (0.156,0.2] (10.3,23.7] (20,23] (0.506,0.542] (46.3,49.4]
14     [0,0.072]   (109,116] (0.305,0.692]  (7.9,10.3] (23,26] (0.542,0.735] (49.4,52.3]
15     [0,0.072]   (116,146] (0.244,0.305]     [0,4.1] (18,20] (0.472,0.506] (52.3,55.4]
16 (0.072,0.138]   (109,116]   (0.2,0.244]  (7.9,10.3] (23,26] (0.506,0.542] (49.4,52.3]
17 (0.072,0.138]   (109,116]   (0.2,0.244]  (7.9,10.3] (26,44] (0.472,0.506] [31.4,46.3]
18 (0.072,0.138]   (109,116] (0.244,0.305]     (4.1,6] (23,26] (0.472,0.506] (49.4,52.3]
19     [0,0.072]  (96.8,103] (0.244,0.305]     (6,7.9] (20,23] (0.472,0.506] [31.4,46.3]
20     [0,0.072]   (116,146]   (0.156,0.2]     (6,7.9]  [7,18] (0.506,0.542] [31.4,46.3]
21     [0,0.072]   (116,146] (0.305,0.692]     [0,4.1] (26,44] (0.506,0.542] [31.4,46.3]
22     [0,0.072]   (116,146] [0.012,0.156]     (4.1,6] (18,20] (0.542,0.735] [31.4,46.3]
23     [0,0.072]   (103,109] (0.305,0.692] (10.3,23.7] (26,44] (0.472,0.506] (55.4,67.3]
24     [0,0.072]  (96.8,103] [0.012,0.156]     [0,4.1]  [7,18] (0.506,0.542] (52.3,55.4]
25     [0,0.072]   (109,116]   (0.156,0.2]  (7.9,10.3] (26,44] (0.506,0.542] (49.4,52.3]
26 (0.072,0.138]  (96.8,103] (0.244,0.305]  (7.9,10.3] (23,26] [0.299,0.434] (49.4,52.3]
27     [0,0.072]   (116,146] (0.244,0.305]     [0,4.1] (23,26] (0.542,0.735] (52.3,55.4]
28     [0,0.072]   (109,116] [0.012,0.156]     (6,7.9] (23,26] (0.542,0.735] (46.3,49.4]
29     [0,0.072]   (116,146] [0.012,0.156]     (4.1,6] (18,20] (0.542,0.735] [31.4,46.3]
30     [0,0.072]  (96.8,103] [0.012,0.156]     [0,4.1] (20,23] (0.434,0.472] (46.3,49.4]
31     [0,0.072]  (96.8,103] [0.012,0.156]     (4.1,6]  [7,18] (0.472,0.506] (55.4,67.3]
32 (0.072,0.138]   (103,109]   (0.156,0.2]  (7.9,10.3] (23,26] (0.472,0.506] [31.4,46.3]
33  (0.138,0.19]   (116,146] [0.012,0.156]     (4.1,6]  [7,18] (0.542,0.735] (46.3,49.4]
34     [0,0.072]   (109,116] (0.244,0.305]  (7.9,10.3] (23,26] (0.434,0.472] (46.3,49.4]
35     [0,0.072]   (116,146]   (0.156,0.2]     (4.1,6] (20,23] (0.472,0.506] (49.4,52.3]
36     [0,0.072]   (116,146]   (0.2,0.244]  (7.9,10.3] (26,44] (0.542,0.735] [31.4,46.3]
37     [0,0.072]  (96.8,103] [0.012,0.156]     [0,4.1] (20,23] (0.434,0.472] (46.3,49.4]
